Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
29,Q038,P.S. 38 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / HVAC / CLASSROOM AIR HANDLING UNITS / WINDOWS,Construction,In-Progress,2/6/2023,3/26/2025,,16114442,14615931.00,10932569.00,"DSF0000995332, DSF0000995334, DSF0000995335, DSF0000995336, DSF0001021100, DSF0001034685"
29,Q038,P.S. 38 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / HVAC / CLASSROOM AIR HANDLING UNITS / WINDOWS,"CM,F&E",In-Progress,2/6/2023,3/26/2025,,1144755,256537.00,221375.00,"DSF0000995332, DSF0000995334, DSF0000995335, DSF0000995336, DSF0001021100, DSF0001034685"
29,Q038,P.S. 38 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001112950
29,Q038,P.S. 38 - QUEENS,DOE - Skilled Trades,BOILER BLOWBACK,Construction,In-Progress,11/16/2018,DOES,,DOES,1090118.00,0.00,SCA0000055065
29,Q038,P.S. 38 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,Complete,10/29/2021,DOES,1/25/2022,DOES,196755.00,180362.00,DSF0001008705
29,Q038,P.S. 38 - QUEENS,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,3/16/2023,DOES,,DOES,459450.00,0.00,DSF0001034422
29,Q052,P.S. 52 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Scope,Complete,8/30/2019,1/6/2020,9/9/2019,2279,1963.00,1963.00,DSF0000912706
29,Q052,P.S. 52 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,9/9/2019,2/12/2020,2/5/2020,10256,7937.00,7937.00,DSF0000912706
29,Q052,P.S. 52 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,10/15/2020,7/11/2021,,191081,191081.00,182175.00,DSF0000912706
29,Q052,P.S. 52 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,"CM,F&E",In-Progress,10/15/2020,7/11/2021,,24500,18795.00,18795.00,DSF0000912706
29,Q052,P.S. 52 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113630
29,Q052,P.S. 52 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113630
29,Q052,P.S. 52 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113630
29,Q052,P.S. 52 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001113630
29,Q052,P.S. 52 - QUEENS,SCA CIP RESOA,FY25 RESO A LIBRARY UPGRADE,Scope,In-Progress,2/10/2025,6/11/2025,,0,12349.00,704.00,DSF0001112963
29,Q052,P.S. 52 - QUEENS,SCA CIP RESOA,FY25 RESO A LIBRARY UPGRADE,Design,PNS,PNS,PNS,PNS,45000,32651.00,2815.00,DSF0001112963
29,Q052,P.S. 52 - QUEENS,SCA CIP RESOA,FY25 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,660000,660000.00,0.00,DSF0001112963
29,Q052,P.S. 52 - QUEENS,SCA CIP RESOA,FY25 RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,45000,45000.00,0.00,DSF0001112963
29,Q052,P.S. 52 - QUEENS,SCA IEH,PO18-AHERA BOOK IS FROM 2014 TEST ALL LAYERS IF POSITIVE ABATE AND REPLACE PLEASE ABATE 12X12 FLOOR,Construction,Complete,10/2/2024,IEH,12/8/2024,IEH,55349.00,44599.00,SCA0000073466
29,Q052,P.S. 52 - QUEENS,SCA IEH,PO18-ABATE AND REPLACE APPROX. 12LF OF DAMAGED ACM PIPE INSULATION IN BATHROOM #354,Construction,Complete,2/11/2025,IEH,2/16/2025,IEH,12279.00,464.00,SCA0000073901
29,Q052,P.S. 52 - QUEENS,DIIT - Project Connect,"DATA/VOICE & WIRELESS NETWORK CABLE WIRING, NETWORK SERVER EQUIPMENT, DATA/VOICE & WIRELESS NETWORK",Purch & Install,In-Progress,2/6/2009,DIIT,,DIIT,276115.00,0.00,DSF0000800163
29,Q052,P.S. 52 - QUEENS,DIIT - Project Connect,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,11/1/2019,DIIT,,DIIT,336680.00,0.00,DSF0000960091
29,Q052,P.S. 52 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,52000.00,0.00,DSF0001035333
29,Q052,P.S. 52 - QUEENS,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,194290.00,0.00,DSF0001086366
29,Q052,P.S. 52 - QUEENS,DOE - RESOA,FY24 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,100733.00,0.00,DSF0001086367
29,Q052,P.S. 52 - QUEENS,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,Complete,4/1/2022,DOES,6/13/2022,DOES,58041.00,57260.00,DSF0001009190
29,Q059,I.S. 59 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,7/8/2022,11/23/2022,5/4/2023,96428,146906.00,146906.00,"DSF0001021426, DSF0001021427, DSF0001021428"
29,Q059,I.S. 59 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,5/22/2023,10/24/2023,10/23/2023,482141,457002.00,387858.00,"DSF0001021426, DSF0001021427, DSF0001021428"
29,Q059,I.S. 59 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,6/15/2024,3/6/2026,,10848150,10000069.00,1819668.00,"DSF0001021426, DSF0001021427, DSF0001021428"
29,Q059,I.S. 59 - QUEENS,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,6/15/2024,3/6/2026,,674996,161507.00,159241.00,"DSF0001021426, DSF0001021427, DSF0001021428"
29,Q059,I.S. 59 - QUEENS,SCA IEH,PO18-77/29Q059/LOOSE 9X9 FLOOR TILE G.O. ROOM 328 ROOM IS CLOSED DUE TO THE LOOSE TILE THIS IS THE M,Construction,Complete,11/12/2024,IEH,12/26/2024,IEH,35877.00,2179.00,SCA0000073601
29,Q059,I.S. 59 - QUEENS,SCA IEH,PO18-ACM TEST/ABATE/REPLACE 9 X 9 TILES IN RM 321. TILES ARE LIFTING DALE NELSON 718-527-3501 X1231,Construction,In-Progress,3/13/2025,IEH,,IEH,750.00,0.00,SCA0000074057
29,Q059,I.S. 59 - QUEENS,DIIT - Project Connect,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,11/1/2019,DIIT,,DIIT,359533.00,0.00,DSF0000960096
29,Q059,I.S. 59 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,2/5/2024,DIIR,10/26/2024,DIIR,65000.00,65000.00,DSF0001033759
29,Q059,I.S. 59 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/7/2024,DIIR,10/26/2024,DIIR,197000.00,197000.00,DSF0001035832
29,Q059,EAGLE ACADEMY III - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,300000.00,0.00,DSF0001112967
29,Q059,I.S. 59 - QUEENS,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,410195.00,0.00,DSF0001086371
29,Q059,I.S. 59 - QUEENS,DOE - RESOA,FY25 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,450000.00,0.00,DSF0001112968
29,Q059,I.S. 59 - QUEENS,DOE - Skilled Trades,ACE BOILER CONTROLS UPGRADE,Construction,In-Progress,1/24/2023,DOES,,DOES,60651.00,0.00,DSF0000866127
29,Q059,I.S. 59 - QUEENS,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,10/11/2024,DOES,10/21/2024,DOES,65832.00,17077.00,DSF0001084800
29,Q059,I.S. 59 - QUEENS,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,6/17/2024,DOES,,DOES,595602.00,0.00,DSF0001111853
29,Q095,P.S. 95 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/IPDVS / EXISTING BUILDING/FIRE ALARM REPLACEMENT / EXISTING BUILDING-KITCHEN RENOVATION,Scope,Complete,4/28/2022,11/29/2022,11/14/2022,1076660,1036039.00,886554.00,"DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477"
29,Q095,P.S. 95 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/IPDVS / EXISTING BUILDING/FIRE ALARM REPLACEMENT / EXISTING BUILDING-KITCHEN RENOVATION,Design,Complete,11/14/2022,5/18/2023,4/28/2023,4844970,3197781.00,1839528.00,"DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477"
29,Q095,P.S. 95 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/IPDVS / EXISTING BUILDING/FIRE ALARM REPLACEMENT / EXISTING BUILDING-KITCHEN RENOVATION,Construction,In-Progress,9/18/2023,9/3/2026,,61100455,55668489.00,8741940.00,"DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477"
29,Q095,P.S. 95 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/IPDVS / EXISTING BUILDING/FIRE ALARM REPLACEMENT / EXISTING BUILDING-KITCHEN RENOVATION,"CM,Art,F&E",In-Progress,9/18/2023,9/3/2026,,8613281,4633542.00,1727219.00,"DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477, DSF0001034477"
29,Q095,P.S. 95 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION,Scope,Complete,8/26/2022,12/30/2022,11/14/2022,31548,70967.00,66622.00,DSF0001034477
29,Q095,P.S. 95 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION,Design,Complete,5/4/2023,11/20/2023,4/1/2024,157740,198665.00,162888.00,DSF0001034477
29,Q095,P.S. 95 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION,Construction,PNS,PNS,PNS,PNS,3549139,3549139.00,4154.00,DSF0001034477
29,Q095,P.S. 95 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION,"CM,F&E",PNS,PNS,PNS,PNS,220835,220835.00,48393.00,DSF0001034477
29,Q095,P.S. 95 - QUEENS,SCA IEH,PO18-ABATE & REMOVE PIPE INSULATION IN RM 213 CEILING FOR ACM,Construction,Complete,11/5/2024,IEH,11/26/2024,IEH,14048.00,2967.00,SCA0000073572
29,Q095,P.S. 95 - QUEENS,Fast Track Projects,LSP DOMESTIC WATER HEATER,Construction,In-Progress,11/30/2021,FTK,,FTK,251562.00,228576.00,DSF0000960586
29,Q095,P.S. 95 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,6/24/2024,DIIR,12/9/2024,DIIR,64480.00,64480.00,DSF0001033789
29,Q095,P.S. 95 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001113000
29,Q095,P.S. 95 - QUEENS,DOE - RESOA,FY25 RESO A BATHROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0001112999
29,Q109,I.S. 109 - QUEENS,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / WINDOWS,Scope,Complete,3/16/2021,7/29/2021,12/7/2021,124001,208964.00,208964.00,"DSF0000947631, DSF0000947627, DSF0000947629, DSF0001034351"
29,Q109,I.S. 109 - QUEENS,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / WINDOWS,Design,Complete,12/8/2021,5/11/2022,5/10/2022,620000,409487.00,409487.00,"DSF0000947631, DSF0000947627, DSF0000947629, DSF0001034351"
29,Q109,I.S. 109 - QUEENS,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / WINDOWS,Construction,In-Progress,11/28/2022,11/16/2024,,13950000,12728577.00,11931728.00,"DSF0000947631, DSF0000947627, DSF0000947629, DSF0001034351"
29,Q109,I.S. 109 - QUEENS,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / WINDOWS,"CM,F&E",In-Progress,11/28/2022,11/16/2024,,868000,274213.00,180317.00,"DSF0000947631, DSF0000947627, DSF0000947629, DSF0001034351"
29,Q109,I.S. 109 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,2/14/2022,5/13/2022,4/18/2022,16059,12451.00,12451.00,DSF0001022311
29,Q109,I.S. 109 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,4/19/2022,9/19/2022,9/21/2022,80295,49800.00,49800.00,DSF0001022311
29,Q109,I.S. 109 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Construction,PNS,PNS,PNS,PNS,1806635,1806635.00,7867.00,DSF0001022311
29,Q109,I.S. 109 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",PNS,PNS,PNS,PNS,112413,112413.00,20137.00,DSF0001022311
29,Q109,I.S. 109 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Scope,Complete,8/6/2019,3/25/2020,11/21/2019,6265,6265.00,6265.00,"DSF0000912712, DSF0000960471"
29,Q109,I.S. 109 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,11/21/2019,4/24/2020,2/5/2020,25126,25126.00,25126.00,"DSF0000912712, DSF0000960471"
29,Q109,I.S. 109 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,10/15/2020,7/11/2021,,394917,394917.00,376138.00,"DSF0000912712, DSF0000960471"
29,Q109,I.S. 109 - QUEENS,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM,F&E",In-Progress,10/15/2020,7/11/2021,,57957,32442.00,32442.00,"DSF0000912712, DSF0000960471"
29,Q109,I.S. 109 - QUEENS,DIIT - RESOA,FY20 RESO A TECHNOLOGY,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,133000.00,0.00,DSF0000913399
29,Q109,I.S. 109 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001113007
29,Q109,I.S. 109 - QUEENS,DOE - RESOA,FY16 RESO A ROOM CONVERSIONS / PARTITIONING,Construction,In-Progress,1/31/2018,DOER,,DOER,124328.00,0.00,DSF0000822868
29,Q109,I.S. 109 - QUEENS,DOE - RESOA,FY22 RESO A LOCKER ROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,328116.00,0.00,DSF0001033797
29,Q109,I.S. 109 - QUEENS,DOE - RESOA,FY23 RESO A LOCKER ROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,75000.00,0.00,DSF0001035233
29,Q109,I.S. 109 - QUEENS,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,5/30/2024,DOES,,DOES,592515.00,0.00,DSF0001100855
29,Q116,P.S. 116 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING/IPDVS UPGRADE / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / TCU REMOVAL/PLAYGROUND REDEVELOPMENT-TCU REMOVAL/PLAYGROUND RENOVATION,Scope,Complete,5/10/2022,4/17/2023,2/17/2023,1296661,865152.00,824976.00,"DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863"
29,Q116,P.S. 116 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING/IPDVS UPGRADE / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / TCU REMOVAL/PLAYGROUND REDEVELOPMENT-TCU REMOVAL/PLAYGROUND RENOVATION,Design,Complete,2/21/2023,8/23/2023,4/20/2023,5834970,3341363.00,1895016.00,"DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863"
29,Q116,P.S. 116 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING/IPDVS UPGRADE / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / TCU REMOVAL/PLAYGROUND REDEVELOPMENT-TCU REMOVAL/PLAYGROUND RENOVATION,Construction,In-Progress,12/15/2023,9/3/2026,,73585455,65429547.00,23368035.00,"DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863"
29,Q116,P.S. 116 - QUEENS,SCA Capacity,ADDITION / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING/IPDVS UPGRADE / EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / TCU REMOVAL/PLAYGROUND REDEVELOPMENT-TCU REMOVAL/PLAYGROUND RENOVATION,"CM,Art,F&E",In-Progress,12/15/2023,9/3/2026,,10373281,4617283.00,1254109.00,"DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863, DSF0000911863"
29,Q116,P.S. 116 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION/PROGRAM ACCESSIBILITY,Scope,Complete,5/26/2023,10/26/2023,10/2/2023,46664,93349.00,45366.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION/PROGRAM ACCESSIBILITY,Design,Complete,10/10/2023,3/14/2024,8/26/2024,233321,161166.00,156847.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION/PROGRAM ACCESSIBILITY,Construction,PNS,PNS,PNS,PNS,5249718,5249718.00,379727.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATION/PROGRAM ACCESSIBILITY,"CM,F&E",PNS,PNS,PNS,PNS,326649,326649.00,45739.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,SCA CIP,DEMOLITION,Scope,Complete,7/5/2022,7/5/2022,7/5/2022,46456,2807.00,2807.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,SCA CIP,DEMOLITION,Design,Complete,7/6/2022,9/16/2022,10/25/2022,232280,327612.00,319842.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,SCA CIP,DEMOLITION,Construction,In-Progress,4/10/2023,7/2/2024,,5226300,5323308.00,3323949.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,SCA CIP,DEMOLITION,"CM,F&E",In-Progress,4/10/2023,7/2/2024,,325192,520967.00,518129.00,DSF0000911863
29,Q116,P.S. 116 - QUEENS,DIIT - Project Connect,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,11/1/2019,DIIT,,DIIT,385395.00,0.00,DSF0000960123
29,Q116,P.S. 116 - QUEENS,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001086410
29,Q116,P.S. 116 - QUEENS,DOE - RESOA,FY25 RESO A ELECTRICAL UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0001113014
29,Q116,P.S. 116 - QUEENS,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,10/3/2024,DOES,10/16/2024,DOES,65832.00,13912.00,DSF0001084665
29,Q118,P.S. 118 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,6/21/2021,11/4/2021,1/26/2022,156001,231097.00,231091.00,"DSF0000947762, DSF0000947763, DSF0000947764, DSF0000947765"
29,Q118,P.S. 118 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,1/27/2022,6/28/2022,5/11/2022,780000,554099.00,546598.00,"DSF0000947762, DSF0000947763, DSF0000947764, DSF0000947765"
29,Q118,P.S. 118 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,8/15/2022,5/5/2024,,17550000,16627492.00,13238394.00,"DSF0000947762, DSF0000947763, DSF0000947764, DSF0000947765"
29,Q118,P.S. 118 - QUEENS,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,8/15/2022,5/5/2024,,1093229,830414.00,819940.00,"DSF0000947762, DSF0000947763, DSF0000947764, DSF0000947765"
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Scope,Complete,11/30/2023,3/4/2024,5/31/2024,0,134901.00,118526.00,DSF0001086411
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Design,In-Progress,9/11/2024,1/30/2025,,59654,17176.00,17176.00,DSF0001086411
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,874927,874927.00,0.00,DSF0001086411
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,59654,59654.00,15831.00,DSF0001086411
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,Complete,4/2/2024,7/2/2024,6/10/2024,6591,6591.00,826.00,DSF0001087060
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,In-Progress,10/11/2024,2/11/2025,,3304,3304.00,3304.00,DSF0001087060
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,5073,5073.00,0.00,DSF0001087060
29,Q118,P.S. 118 - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,836,836.00,836.00,DSF0001087060
29,Q118,P.S. 118 - QUEENS,SCA IEH,PO18-PLEASE ABATE APPROXIMATELY 15 LINEAR FEET OF ACM ON 2' STEAM SUPPLY AND 1' STEAM RETURN LINES I,Construction,In-Progress,3/18/2025,IEH,,IEH,845.00,95.00,SCA0000074073
29,Q118,P.S. 118 - QUEENS,Fast Track Projects,LSP DOMESTIC WATER HEATER REPLACEMENT,Construction,In-Progress,12/13/2021,FTK,,FTK,274442.00,141022.00,DSF0000960806
29,Q118,P.S. 118 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,165000.00,0.00,DSF0001033274
29,Q118,P.S. 118 - QUEENS,DOE - RESOA,FY22 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,41943.00,0.00,DSF0001033276
29,Q118,P.S. 118 - QUEENS,DOE - RESOA,FY23 RESO A BATHROOM UPGRADES,Construction,Complete,8/14/2023,DOER,10/23/2024,DOER,189056.00,,DSF0001035880
29,Q118,P.S. 118 - QUEENS,DOE - RESOA,FY23 RESO A MULTIMEDIA CENTER,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001035881
29,Q118,P.S. 118 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,8/12/2022,DOES,,DOES,200000.00,0.00,DSF0001022466
29,Q131,P.S. 131 - QUEENS,SCA CIP,PHASE 4 EXISTING BUILDING WORK / WINDOWS / EXTERIOR MASONRY / FLOOD ELIMINATION / DRAINAGE,Scope,Complete,12/19/2017,5/31/2023,8/4/2023,146611,308232.00,301625.00,"DSF0000843904, DSF0000960540, DSF0000996903, DSF0000996901, DSF0001073502"
29,Q131,P.S. 131 - QUEENS,SCA CIP,PHASE 4 EXISTING BUILDING WORK / WINDOWS / EXTERIOR MASONRY / FLOOD ELIMINATION / DRAINAGE,Design,Complete,8/4/2023,12/21/2023,4/30/2024,733051,668348.00,581318.00,"DSF0000843904, DSF0000960540, DSF0000996903, DSF0000996901, DSF0001073502"
29,Q131,P.S. 131 - QUEENS,SCA CIP,PHASE 4 EXISTING BUILDING WORK / WINDOWS / EXTERIOR MASONRY / FLOOD ELIMINATION / DRAINAGE,Construction,In-Progress,8/19/2024,5/10/2026,,16493625,15502630.00,838299.00,"DSF0000843904, DSF0000960540, DSF0000996903, DSF0000996901, DSF0001073502"
29,Q131,P.S. 131 - QUEENS,SCA CIP,PHASE 4 EXISTING BUILDING WORK / WINDOWS / EXTERIOR MASONRY / FLOOD ELIMINATION / DRAINAGE,"CM,F&E",In-Progress,8/19/2024,5/10/2026,,1026270,418121.00,409006.00,"DSF0000843904, DSF0000960540, DSF0000996903, DSF0000996901, DSF0001073502"
29,Q131,P.S. 131 - QUEENS,Fast Track Projects,LSP- VACUUM PUMP REPLACEMENT,Construction,In-Progress,9/11/2023,FTK,,FTK,98339.00,86671.00,DSF0001022705
29,Q131,P.S. 131 - QUEENS,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,64000.00,0.00,DSF0001113027
29,Q131,P.S. 131 - QUEENS,DOE - Skilled Trades,BROKEN SEWER LINE REPLACEMENT,Construction,Complete,12/20/2024,DOES,1/1/2025,DOES,103300.00,,DSF0001113914
29,Q132,P.S. 132 - QUEENS,SCA CIP RESOA,FY18 RESO A KITCHEN AREAS,Scope,Complete,2/1/2018,4/5/2018,5/2/2018,0,29990.00,29990.00,DSF0000867322
